64,79,105
54,69,96
46,57,79
49,63,86
72,124,160
88,162,206
88,162,205
73,132,177
73,133,178
74,133,177
77,135,195
76,136,196
62,92,131
62,91,131
62,91,130
62,90,129
58,85,122
50,73,107
40,58,87
47,68,100
50,71,102
49,69,100
48,68,98
48,68,98
48,68,97
99,126,159
99,127,159
99,127,160
101,128,160
98,125,158
99,126,158
97,124,157
96,122,155
42,51,73
41,51,73
41,51,73
41,51,72
41,51,72
41,51,72
95,121,150
102,128,155
99,123,151
99,122,150
98,120,148
100,124,152
94,120,150
49,69,100
49,69,99
63,89,117
54,75,98
60,83,108
73,102,142
74,104,145
74,103,143
56,66,86
55,64,84
60,69,89
59,67,86
74,105,144
74,106,144
74,105,143
74,106,145
78,119,161
80,121,161
79,120,159
79,120,158
79,119,158
84,130,179
82,126,174
85,104,129
79,100,129
76,108,146
76,108,146
76,108,146
76,108,146
76,109,147
76,110,148
76,110,148
77,119,164
77,119,162
83,125,161
82,125,161
57,69,94
65,80,109
67,82,110
67,83,112
64,80,109
75,111,153
74,110,154
76,115,161
78,118,166
77,115,162
83,111,144
89,123,155
43,54,73
79,109,141
58,74,99
1,2,17
67,93,128
62,86,121
84,107,142
71,97,130
93,125,165
79,138,209
80,137,208
81,141,213
81,144,216
84,150,220
91,163,229
97,175,241
95,171,240
93,171,240
93,171,240
94,170,239
94,170,238
80,159,226
80,159,226
80,159,226
80,159,227
82,163,229
81,160,227
80,160,227
107,174,235
115,176,236
120,175,236
118,173,231
98,161,212
88,144,192
88,145,193
85,141,190
85,141,194
86,142,191
87,145,192
91,150,198
87,143,193
89,147,196
121,207,254
37,70,126
42,82,141
42,81,137
43,82,140
44,83,142
52,86,131
52,87,133
52,88,135
55,91,137
52,88,132
51,86,130
45,77,115
37,67,99
35,65,97
30,61,93
23,49,72
34,64,85
46,80,108
48,82,111
49,83,111
49,82,108
50,83,114
50,84,113
38,76,124
38,75,121
39,77,126
38,76,124
37,75,123
79,107,151
79,98,138
79,99,139
69,80,115
69,81,118
85,114,158
80,107,149
79,104,147
86,118,155
86,170,236
86,168,233
85,169,235
85,169,235
84,169,235
84,168,232
83,167,234
84,167,232
82,168,233
82,167,234
81,168,234
81,166,233
81,166,233
81,164,230
80,162,230
83,168,234
83,167,234
73,125,176
82,143,197
77,140,197
78,142,198
79,140,197
62,96,139
62,97,142
65,101,147
67,103,148
63,97,142
59,92,135
67,103,150
70,107,152
80,123,174
84,127,178
82,125,177
88,138,188
89,139,189
89,139,190
93,142,192
119,162,203
116,161,202
114,156,194
113,155,193
107,147,184
95,129,166
52,68,94
52,65,89
49,61,85
49,62,85
50,68,99
49,67,99
47,63,92
53,77,114
53,77,114
54,77,112
53,73,106
52,71,101
53,70,100
52,67,97
46,59,86
47,60,88
47,59,87
48,53,70
49,53,70
49,54,72
47,53,69
47,72,109
49,73,109
47,70,106
42,61,95
49,69,100
49,69,100
49,69,101
49,69,100
49,69,101
50,73,108
39,54,83
39,57,88
40,57,88
48,63,85
44,56,75
44,55,73
27,35,54
27,35,54
41,56,83
50,74,106
50,74,105
49,73,104
49,74,106
49,73,106
50,75,107
48,73,106
48,74,107
49,74,107
49,74,107
48,72,105
50,76,110
46,70,103
32,48,76
32,48,76
32,49,78
32,48,76
32,49,76
33,49,77
33,49,77
42,57,89
40,54,86
39,52,82
37,49,78
37,49,76
47,73,110
64,122,180
62,118,174
58,113,169
55,108,162
52,102,156
51,101,154
53,103,155
54,105,159
55,108,162
57,110,165
57,111,166
57,110,167
38,84,134
38,84,134
38,84,133
44,84,132
44,84,132
44,85,133
43,84,132
23,75,132
23,75,132
44,84,131
44,84,130
44,86,132
40,80,130
39,79,129
40,80,131
43,75,118
43,77,119
22,73,129
22,73,129
22,73,129
22,73,130
22,73,130
22,73,130
22,73,130
42,73,114
41,71,113
39,81,128
38,80,127
38,79,124
39,80,122
38,68,107
48,87,134
47,86,133
51,100,150
51,104,159
54,116,179
51,107,166
53,113,174
53,113,174
57,122,185
57,121,185
44,87,142
50,96,153
41,79,126
42,76,121
46,84,131
51,108,167
52,109,168
52,109,168
51,108,166
48,89,135
49,91,139
52,105,168
50,101,163
50,102,164
49,100,163
50,102,165
49,102,164
55,108,165
54,105,161
56,109,168
54,105,161
50,108,166
50,110,170
49,107,166
48,105,163
46,102,157
46,100,155
45,100,155
30,56,96
12,24,41
32,60,97
26,48,78
25,49,79
47,82,122
50,89,133
60,105,151
56,101,144
42,71,107
34,59,93
49,96,149
31,52,82
34,58,90
33,57,89
41,77,123
34,63,99
26,44,69
17,28,45
30,50,76
39,74,114
39,75,114
37,94,148
35,89,141
35,89,142
33,85,135
35,88,139
36,68,112
43,81,133
41,77,123
34,64,101
34,62,98
32,59,95
34,63,101
46,84,129
35,87,137
35,86,136
37,92,146
36,88,140
38,93,145
39,94,144
41,98,149
45,104,155
45,103,151
40,92,139
43,97,151
42,97,150
37,88,137
31,76,123
28,70,114
24,63,104
20,57,95
36,84,131
59,122,171
89,174,219
122,211,238
153,208,228
161,195,210
177,201,217
179,202,218
177,200,217
175,198,214
159,183,200
149,173,191
152,176,194
153,179,198
147,172,193
134,161,186
138,165,187
147,174,195
147,174,195
149,176,198
71,86,104
64,79,95
64,79,93
89,107,127
88,106,125
84,103,122
85,104,122
59,74,91
62,76,92
64,77,93
63,77,94
113,137,166
101,123,151
100,124,151
78,95,115
94,108,127
97,111,130
91,106,127
87,101,122
90,105,126
91,107,127
82,99,117
93,106,126
72,79,99
72,81,101
122,151,181
117,146,176
128,157,186
133,159,187
141,165,191
72,89,113
74,89,110
73,87,108
73,88,108
72,86,106
75,88,107
70,82,103
67,80,102
74,87,107
81,96,117
67,77,94
67,78,95
66,77,94
64,75,91
65,75,91
64,75,91
137,167,189
141,170,191
150,177,196
114,140,165
115,141,166
116,142,166
116,142,167
113,139,164
50,69,98
50,70,100
52,71,101
52,71,101
51,72,101
66,99,124
42,66,91
41,65,88
41,65,88
40,64,88
40,64,87
40,63,86
39,62,85
39,62,85
59,87,126
80,145,253
81,145,253
78,140,252
77,139,252
61,80,117
58,79,120
53,73,112
106,124,148
148,152,160
104,62,75
106,60,73
123,77,87
119,76,89
108,76,88
145,149,157
138,143,152
119,114,120
104,100,104
105,101,105
104,100,104
105,100,105
104,99,104
103,98,102
103,98,103
103,99,104
90,93,104
82,82,88
96,97,104
95,94,101
102,102,110
97,98,105
97,97,104
98,97,104
98,98,105
119,121,129
118,120,128
86,81,85
85,81,84
106,107,115
108,110,119
111,112,121
111,112,121
92,92,99
91,91,98
92,92,99
104,102,110
104,102,111
98,90,87
100,91,88
101,92,89
102,93,90
88,83,86
99,95,104
111,107,117
115,110,118
116,112,121
116,111,121
113,108,117
146,150,158
116,112,120
116,112,119
111,106,115
106,101,108
127,126,135
128,127,134
127,126,133
127,134,143
127,133,142
126,132,141
122,124,135
113,114,126
120,121,132
122,122,133
120,122,131
135,141,149
135,141,148
125,116,122
123,115,121
124,116,121
139,130,134
133,125,130
133,125,129
131,123,127
135,126,129
134,126,130
130,122,127
128,120,124
125,115,118
121,111,115
126,116,121
127,118,122
127,118,122
126,117,121
124,115,118
120,110,114
135,126,128
134,122,121
141,128,127
135,123,125
154,144,146
36,26,30
26,15,20
27,16,21
47,46,58
46,46,58
48,48,60
49,50,62
51,52,65
50,50,62
47,47,59
45,46,57
45,45,56
45,45,56
45,45,56
51,59,80
50,58,79
21,12,18
21,12,19
21,12,18
50,55,71
50,55,70
44,47,60
63,70,85
63,69,85
64,71,87
64,71,87
47,47,59
46,47,59
47,47,58
46,46,58
46,46,57
47,51,64
50,54,67
52,56,70
27,24,31
38,37,47
53,53,65
53,53,66
153,196,231
154,195,231
154,194,231
154,196,232
124,158,191
141,172,204
139,172,204
136,170,200
162,201,235
164,201,235
160,195,229
156,189,222
144,174,205
139,168,198
137,169,195
137,169,195
135,167,204
125,155,192
157,192,218
157,190,218
145,176,202
145,176,201
141,172,194
254,254,254
152,132,109
111,138,178
86,89,115
107,126,162
115,139,173
109,131,165
103,122,150
107,131,168
133,163,192
136,165,194
141,170,200
46,42,53
45,41,50
40,37,47
38,37,46
34,30,39
36,34,42
37,34,42
37,34,42
37,35,43
37,35,43
38,35,43
38,35,43
39,37,44
38,36,45
5,6,7
5,5,6
8,10,12
19,27,32
29,39,47
38,51,60
40,53,62
40,52,61
38,49,58
44,56,66
46,58,67
38,48,55
16,19,21
16,18,20
15,17,19
19,23,28
13,14,17
11,12,14
18,22,25
7,8,9
7,8,10
24,32,42
23,32,41
24,32,42
23,32,42
4,5,8
4,5,8
4,6,8
5,6,9
8,9,10
8,9,10
7,7,9
7,7,9
7,7,9
7,7,9
8,8,10
8,8,9
32,42,57
32,42,57
31,42,57
31,42,57
31,42,57
32,42,57
38,48,62
40,47,59
38,42,51
38,44,54
38,44,54
46,56,67
33,45,57
20,30,39
33,42,48
33,43,48
34,43,49
31,36,40
31,37,41
31,36,40
31,36,40
31,36,40
34,44,58
34,44,58
35,44,58
33,39,47
10,14,17
5,5,7
20,25,29
32,36,44
22,26,32
22,26,32
40,57,70
40,57,70
21,25,30
21,26,31
29,34,39
30,35,40
30,35,40
30,35,40
30,35,41
21,25,32
21,25,32
21,25,32
30,35,41
30,34,40
21,25,32
21,25,32
21,25,31
27,34,41
28,35,41
27,34,41
32,40,47
33,41,48
31,41,48
37,48,54
38,48,54
36,49,56
36,47,54
41,50,62
51,56,70
50,56,70
52,58,72
45,52,66
47,54,70
48,55,69
48,55,71
42,49,63
60,73,103
61,73,102
61,73,102
61,73,102
44,52,69
41,49,65
68,77,107
62,75,104
69,76,110
44,50,65
99,83,109
61,68,83
59,67,82
117,125,137
119,126,139
120,128,140
118,127,141
120,130,143
119,128,141
111,117,131
114,123,135
115,124,138
113,121,132
86,103,127
62,76,97
48,56,73
45,52,69
48,56,75
50,60,80
52,63,82
52,63,83
50,61,81
53,63,84
51,61,80
51,60,80
49,59,78
44,57,79
49,65,90
52,68,91
51,68,91
52,68,92
53,69,92
52,68,92
52,68,92
51,54,70
50,53,71
50,53,70
57,70,94
57,70,94
50,53,71
49,51,69
57,70,93
54,47,62
50,46,61
51,46,61
63,56,75
63,71,88
64,73,92
55,64,80
55,64,80
56,65,81
48,44,53
37,28,34
33,23,26
32,22,26
33,22,26
34,23,28
33,22,27
34,23,28
46,39,45
36,28,32
34,26,30
32,25,29
32,25,29
36,32,37
18,19,23
18,19,25
16,17,22
17,18,23
22,22,27
25,23,27
26,22,26
27,23,26
28,22,26
13,14,17
39,40,46
45,47,53
44,46,53
44,46,53
44,46,53
44,46,53
44,46,53
54,56,66
54,56,65
54,56,66
54,56,66
54,56,66
54,56,65
54,56,65
42,42,52
42,42,51
42,42,52
42,42,51
41,42,51
42,42,51
54,56,64
54,56,64
53,56,64
54,56,64
54,56,65
47,47,55
47,47,54
46,46,54
47,47,55
48,48,55
47,47,56
50,50,60
45,45,55
42,43,54
67,67,77
44,46,57
44,47,58
45,47,59
45,48,59
45,47,58
45,48,59
44,47,59
25,27,34
26,27,35
25,27,35
25,27,35
25,27,35
27,36,43
29,36,45
29,36,44
28,35,42
29,37,45
25,27,34
25,27,35
25,27,35
28,38,50
28,37,49
26,35,48
26,36,49
26,36,49
27,37,50
69,79,94
105,109,127
100,104,122
101,102,117
93,90,103
88,79,91
81,71,85
81,71,86
80,72,90
100,76,88
99,74,85
104,78,90
101,74,86
98,72,84
98,74,85
97,72,84
97,73,86
97,75,86
96,76,88
96,77,89
97,77,90
76,67,83
76,66,82
76,66,83
76,66,83
76,67,83
76,67,86
76,67,84
77,67,86
77,69,87
76,68,85
76,68,84
73,67,86
92,121,156
103,134,170
108,140,173
111,144,178
97,139,182
97,139,181
95,129,164
113,159,200
109,153,195
97,139,182
100,120,146
100,120,147
97,118,145
106,127,150
105,126,150
147,158,173
148,158,174
54,60,79
58,65,84
57,64,82
57,63,82
60,67,86
58,65,85
133,174,202
134,176,206
127,167,197
37,42,52
36,41,52
52,70,83
47,63,76
47,62,75
47,63,75
46,62,75
61,64,83
60,64,83
60,64,84
60,64,83
61,65,85
61,65,84
113,133,159
58,64,81
58,65,82
47,54,68
16,17,24
6,8,12
25,21,20
26,30,27
17,20,23
12,14,17
14,16,19
9,12,14
3,4,5
2,2,2
57,67,92
32,34,47
33,35,47
50,56,77
57,65,86
40,45,64
60,65,90
67,73,97
105,121,160
29,33,42
51,57,83
56,64,99
53,59,91
58,58,74
60,57,72
56,54,69
56,55,72
68,67,85
65,65,84
65,64,83
66,66,86
63,63,83
57,57,77
48,54,71
52,58,72
82,91,114
102,142,183
101,141,182
101,140,180
88,103,122
77,88,107
68,78,96
99,122,146
35,60,88
26,45,71
33,59,91
35,64,97
32,60,101
31,55,84
34,64,107
36,66,100
117,149,174
45,52,65
19,21,27
44,53,69
46,57,77
50,62,84
54,67,93
55,67,93
52,62,88
53,64,89
58,64,86
52,60,84
48,41,53
49,52,73
64,78,98
48,56,72
47,57,77
47,59,85
62,71,96
66,78,108
84,97,128
145,172,199
145,172,198
142,170,196
104,127,156
103,122,151
126,139,165
136,146,171
91,89,100
93,91,102
143,175,213
127,153,185
132,157,189
116,134,156
148,159,174
153,161,173
73,80,98
72,79,97
93,96,115
92,95,111
68,73,91
68,74,91
68,68,81
70,68,81
110,125,157
126,144,182
126,151,199
75,75,96
77,78,101
121,125,146
114,118,139
107,110,130
101,107,127
90,91,110
91,91,109
140,162,197
146,168,202
142,153,179
138,147,172
133,144,167
120,130,150
101,114,138
120,116,142
238,217,222
129,147,182
119,137,158
116,133,154
133,146,170
129,150,176
96,106,120
131,141,174
153,152,177
55,66,79
30,33,43
32,35,43
57,61,69
133,161,180
94,101,120
100,105,122
144,170,189
158,183,203
153,178,196
82,86,110
85,87,111
136,140,140
77,75,92
126,154,182
125,149,172
83,79,100
92,88,111
74,79,96
69,75,92
73,77,94
94,93,115
91,89,110
88,87,108
95,93,116
100,98,120
89,104,117
88,102,114
67,77,95
56,66,78
79,97,115
90,102,126
142,164,207
80,94,129
56,61,78
65,58,68
57,51,59
67,59,68
117,145,172
113,141,170
112,139,166
113,138,156
127,135,136
116,125,126
128,123,123
94,99,104
102,105,107
166,187,216
165,183,213
165,180,211
34,36,46
57,61,77
59,62,77
124,143,165
118,133,150
138,160,175
175,173,175
37,38,33
25,33,44
26,34,46
25,33,45
28,25,29
27,24,28
28,24,28
19,18,21
19,21,27
150,163,211
96,87,101
82,83,104
86,91,115
74,76,96
85,81,101
87,83,103
88,77,98
149,110,129
89,99,122
92,102,125
109,103,125
94,89,110
90,84,108
105,125,162
91,92,120
91,92,115
64,65,88
72,70,89
73,71,91
81,79,96
128,146,171
81,78,95
83,82,96
54,56,71
131,135,160
88,91,108
176,135,119
142,155,189
138,151,185
95,105,118
168,180,206
169,181,207
172,183,209
81,82,97
73,75,90
144,160,197
148,163,199
117,155,199
96,90,109
87,124,156
89,124,155
79,95,121
78,94,122
77,83,102
75,92,111
88,94,116
120,153,195
120,153,196
132,154,188
132,153,186
131,149,179
151,182,221
142,157,194
140,156,193
103,104,124
101,105,129
168,192,232
174,198,233
184,197,213
152,148,146
106,109,112
112,116,119
115,119,121
73,83,106
76,81,100
78,83,102
58,54,72
40,35,51
39,34,50
39,35,51
38,34,50
40,37,53
41,37,55
41,38,55
42,37,55
39,35,52
64,71,96
64,72,97
64,72,97
65,74,99
66,74,101
66,75,101
65,73,100
66,74,100
65,74,100
59,66,80
62,69,81
72,80,91
65,72,79
69,76,82
70,78,85
68,76,83
55,62,77
55,61,76
55,61,77
57,64,79
74,84,99
51,57,65
155,178,210
158,176,211
154,177,211
105,115,132
112,121,138
145,170,200
142,168,200
127,135,152
155,166,188
136,132,151
69,67,75
115,113,127
145,166,194
146,168,196
146,165,193
121,132,152
131,145,163
114,120,132
120,138,146
144,145,140
136,141,157
132,142,155
141,151,168
43,46,59
45,50,64
43,47,60
43,45,58
31,30,39
123,131,152
111,124,148
133,165,212
134,165,213
97,101,118
86,89,104
75,71,86
74,71,85
87,85,98
172,188,221
153,164,190
93,95,109
86,91,110
80,83,100
116,123,145
73,76,90
65,69,84
66,72,89
69,75,93
111,121,145
83,83,97
197,190,194
152,182,211
97,89,104
112,108,132
112,109,132
77,72,94
83,80,105
106,97,123
104,109,141
89,82,99
87,80,97
115,124,138
103,102,115
97,96,111
85,86,96
116,115,125
115,119,137
116,121,139
117,122,140
121,137,161
120,135,158
108,101,117
161,170,182
107,103,117
136,140,162
132,136,157
135,137,160
114,125,155
153,162,184
144,153,174
126,125,141
127,130,145
141,142,159
122,135,160
97,113,140
54,57,77
99,80,82
113,112,123
106,106,116
24,32,45
23,26,31
26,30,39
24,28,38
25,29,37
35,40,49
33,38,48
47,52,62
53,60,70
56,64,76
38,37,46
37,39,50
41,45,57
40,41,51
44,42,45
42,38,42
44,41,47
44,40,43
43,39,42
44,45,57
36,38,48
43,42,55
40,38,48
40,37,49
38,36,49
35,34,46
41,41,56
50,51,60
44,44,53
51,51,64
87,79,117
110,94,132
42,38,49
52,46,58
62,63,74
52,54,65
46,47,56
42,40,46
49,46,53
50,46,54
43,50,60
43,47,56
48,49,59
48,49,58
96,94,99
102,104,114
95,97,109
57,62,76
119,130,151
164,173,191
156,163,177
153,161,173
150,157,169
148,154,167
123,133,149
119,128,144
103,107,119
112,119,133
147,165,198
150,164,196
168,191,210
153,173,192
175,194,218
174,190,212
164,186,207
91,108,143
153,170,184
160,180,200
160,181,201
159,180,202
161,181,203
105,112,121
107,111,119
108,115,127
171,162,170
108,115,124
107,116,128
89,85,96
77,76,84
80,79,85
80,79,86
103,72,75
165,192,217
109,124,145
115,130,152
115,129,153
122,135,158
149,168,199
135,157,189
143,163,192
253,254,254
189,170,160
1,0,0
142,166,199
139,162,196
138,160,193
132,153,186
128,148,179
126,147,176
131,160,178
131,159,178
130,158,178
130,158,178
70,90,109
71,91,110
68,88,106
30,31,40
30,31,40
32,33,42
138,161,174
143,165,179
143,166,182
139,163,177
166,195,209
163,188,201
152,177,192
33,36,44
31,34,42
64,83,129
64,83,129
140,172,197
160,196,218
253,254,254
182,204,223
46,47,59
80,91,121
69,81,104
60,72,90
63,72,93
61,69,89
58,67,85
63,73,95
68,78,98
68,78,98
238,216,238
45,65,91
81,141,206
81,105,152
83,124,178
75,91,122
74,89,122
69,84,117
65,83,118
60,78,112
58,76,109
54,72,103
50,68,99
48,66,97
46,64,95
41,59,90
24,43,68
59,65,89
38,42,61
36,42,65
50,56,80
49,55,79
188,167,183
101,107,129
78,91,112
65,78,96
65,77,94
67,79,97
68,81,98
66,78,96
64,75,91
53,62,75
41,49,61
36,43,56
40,47,56
41,47,54
52,56,63
66,69,79
63,66,75
76,95,133
61,75,95
57,65,91
50,50,69
123,134,162
33,34,52
38,36,55
60,71,94
60,71,94
25,31,45
25,31,46
25,30,45
25,30,45
25,31,45
25,31,46
55,67,92
55,68,93
56,68,91
56,68,91
55,67,91
55,67,92
55,67,92
51,71,104
50,69,100
48,67,97
43,60,88
32,46,71
23,28,43
22,28,43
23,28,43
23,28,43
45,45,63
49,49,66
41,39,53
34,34,45
48,46,55
46,44,52
47,45,53
47,45,53
33,31,37
50,47,54
35,36,42
47,42,51
37,35,39
53,51,54
31,35,42
31,35,42
32,36,42
36,37,44
36,35,40
37,38,43
39,40,46
36,36,42
37,36,43
45,52,70
44,50,68
34,40,55
56,64,82
53,59,77
55,59,77
129,111,137
47,48,57
46,47,56
38,38,48
34,34,42
38,37,46
41,41,51
38,32,39
56,55,74
59,59,81
35,32,43
35,34,48
34,33,47
76,79,98
242,174,217
58,53,69
40,34,41
36,34,43
68,79,94
59,70,85
35,42,62
35,43,62
147,162,202
145,160,200
144,159,199
145,160,201
149,167,210
149,167,211
147,164,206
145,161,203
145,162,204
146,163,205
147,163,205
151,172,218
151,172,217
151,171,217
99,105,128
106,112,137
126,134,164
133,141,170
164,186,232
160,183,228
155,180,226
148,172,217
126,129,161
128,130,160
143,140,166
145,144,172
142,143,171
142,145,175
140,142,172
138,138,167
138,137,163
112,110,130
59,68,87
55,64,83
52,60,78
9,6,6
2,1,1
1,1,1
22,24,31
24,25,33
24,24,31
24,24,31
34,31,36
33,30,35
18,18,24
18,19,25
39,33,39
42,35,43
44,36,45
44,37,45
41,34,42
16,18,23
17,18,24
17,19,24
17,19,24
23,23,30
24,24,31
29,25,34
33,28,36
37,31,39
39,33,41
9,11,15
8,10,14
1,1,1
2,2,3
1,1,1
7,8,10
19,21,26
36,41,48
21,24,29
6,7,8
2,2,3
4,5,5
10,10,12
14,15,17
41,34,39
38,34,39
42,38,43
30,24,26
39,35,41
26,22,23
26,22,23
38,32,30
36,30,27
48,39,37
54,43,35
56,54,49
39,31,32
43,37,33
46,38,38
45,36,37
40,32,35
36,27,27
17,18,21
20,21,24
17,21,20
22,27,24
20,22,24
29,42,56
29,42,56
29,43,57
29,43,57
29,42,57
24,27,29
22,25,28
22,24,26
22,24,26
10,11,14
3,3,4
1,1,2
1,1,1
46,38,39
46,38,40
41,35,39
44,33,38
199,157,185
48,37,44
45,38,41
44,36,39
33,27,26
32,27,25
32,26,25
46,36,38
44,36,38
49,41,43
49,41,43
49,44,46
45,40,40
44,38,38
42,37,38
44,41,43
40,36,37
49,35,33
35,30,33
41,37,44
1,1,1
1,1,1
1,1,2
22,22,26
21,17,19
24,22,26
19,21,26
17,20,25
27,24,29
22,18,22
23,25,31
26,26,31
15,15,20
16,15,21
19,19,27
19,19,27
37,39,56
37,39,55
36,39,55
39,46,67
43,51,73
43,52,75
45,53,76
44,52,74
41,42,61
44,47,69
47,50,74
52,55,77
48,52,75
44,46,67
45,40,44
41,46,66
24,22,30
21,20,28
24,23,26
23,22,25
47,39,43
39,30,33
36,27,29
50,42,44
34,24,24
55,45,47
55,45,47
13,14,17
17,17,20
14,14,17
45,37,43
46,38,42
4,4,4
6,5,5
13,12,12
34,28,32
