0,0,0
0,0,0
0,4,1
2,14,18
5,21,28
4,21,34
5,22,36
2,6,5
4,7,7
0,0,0
0,0,0
0,1,1
0,0,0
0,0,0
0,1,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4,5,2
8,9,3
7,8,3
0,0,0
148,113,68
63,44,18
68,47,20
59,46,37
63,51,41
55,45,35
63,52,42
35,30,28
36,34,35
36,34,34
15,17,18
27,26,27
15,15,15
4,4,3
0,0,0
104,85,59
105,85,59
104,84,58
105,84,58
49,48,29
0,0,0
111,86,58
21,22,22
21,23,23
92,62,35
62,31,5
47,22,5
157,105,58
73,40,12
26,11,1
112,50,3
60,37,15
69,42,15
115,82,47
84,63,41
71,59,47
73,52,26
0,0,0
44,41,33
47,45,38
38,37,30
29,29,23
21,20,14
36,46,48
53,60,64
38,37,29
28,28,23
38,37,31
32,30,23
38,38,34
36,38,32
38,36,31
33,33,27
31,31,25
27,27,23
26,28,26
21,22,22
53,59,60
43,50,52
26,27,25
31,33,31
30,31,28
23,27,31
39,42,44
42,44,44
69,68,68
24,30,36
26,31,35
56,63,72
27,29,30
39,47,52
40,51,59
40,40,41
20,25,27
23,28,30
24,28,30
20,25,27
18,20,20
24,31,34
23,26,29
15,25,29
185,177,183
6,12,11
4,8,7
23,32,37
32,43,53
13,19,20
36,35,37
48,62,77
45,57,68
48,63,80
35,48,60
22,31,38
35,46,56
30,41,51
34,46,55
35,47,57
35,47,57
14,19,20
18,21,23
21,26,28
13,20,20
18,24,25
16,22,22
18,26,33
18,25,32
27,40,51
17,23,26
48,64,82
24,29,32
19,24,27
21,25,29
22,26,29
20,25,27
17,19,21
26,34,40
27,32,35
27,32,37
49,57,66
26,36,43
27,35,43
24,34,43
30,37,41
23,31,37
43,53,63
15,23,27
16,24,27
16,24,27
12,18,20
0,0,0
0,0,0
21,29,37
30,40,50
29,39,50
27,38,48
27,40,45
23,35,39
13,17,18
19,29,32
7,14,16
18,28,34
26,36,46
53,61,74
51,58,70
50,57,70
48,55,66
4,12,14
4,11,14
3,12,15
4,15,21
3,15,22
3,15,21
